Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD, Sales_Volume ,Sales_Classification,,,,
i8,2015,North America,Black,Electric,Automatic,4.2,103868,80786,"3,321.00",Low,,,,
7 Series,2015,Africa,Silver,Diesel,Manual,2.6,136869,76391,368,Low,,,,
X5,2020,Europe,Black,Electric,Manual,1.7,17229,102106,"3,520.00",Low,,,,
M5,2022,South America,Red,Petrol,Automatic,4,138324,71720,"5,933.00",Low,,,,
i3,2011,North America,Red,Petrol,Automatic,5,13776,58554,"5,096.00",Low,,,,
M3,2011,South America,Red,Diesel,Manual,3.5,85453,61763,"4,383.00",Low,,,,
5 Series,2015,Middle East,Blue,Hybrid,Manual,2.4,77408,98038,"1,010.00",Low,,,,
X3,2019,Middle East,Silver,Petrol,Manual,2.8,174521,47861,"4,401.00",Low,,,,
X6,2014,South America,White,Electric,Manual,3.8,195568,39948,"3,517.00",Low,,,,
X1,2023,Middle East,Black,Petrol,Automatic,4,178409,56475,"3,753.00",Low,,,,
M5,2016,Middle East,Red,Petrol,Automatic,4.6,100305,119431,"4,621.00",Low,,,,
M3,2016,Asia,Blue,Diesel,Automatic,4.7,60810,52421,"7,315.00",High,,,,
X1,2014,Asia,Red,Hybrid,Automatic,4.5,148971,63896,"8,708.00",High,,,,
i8,2017,South America,White,Hybrid,Manual,3.8,24796,104935,"1,196.00",Low,,,,
5 Series,2019,Asia,Grey,Hybrid,Manual,3.1,72644,31365,"8,220.00",High,,,,
i3,2015,North America,Blue,Diesel,Manual,3.9,9047,68447,"5,823.00",Low,,,,
i8,2024,Asia,Grey,Petrol,Automatic,3.8,145289,89796,"6,562.00",Low,,,,
M5,2014,Europe,White,Hybrid,Automatic,2.3,170241,47940,"4,187.00",Low,,,,
5 Series,2013,South America,Black,Electric,Automatic,3.3,106015,44711,"9,692.00",High,,,,
3 Series,2016,Africa,White,Diesel,Manual,2.2,105920,33765,"7,250.00",High,,,,
i3,2013,Middle East,Grey,Petrol,Manual,4.6,121951,115306,"4,257.00",Low,,,,
M5,2014,Asia,White,Electric,Manual,2.6,134927,116789,"9,759.00",High,,,,
X6,2014,Africa,Red,Petrol,Manual,4.3,137636,101704,"7,634.00",High,,,,
M3,2010,Middle East,Red,Electric,Manual,2.8,86326,57551,"7,397.00",High,,,,
X1,2024,Europe,Red,Petrol,Automatic,4.2,58422,50598,"2,078.00",Low,,,,
X6,2010,Middle East,White,Electric,Automatic,2.3,159959,109932,"7,628.00",High,,,,
i3,2012,Africa,Grey,Diesel,Automatic,4.2,101045,39533,"7,735.00",High,,,,
M5,2024,North America,Grey,Hybrid,Automatic,2.1,79186,97912,"5,121.00",Low,,,,
7 Series,2023,Asia,Black,Hybrid,Manual,3.2,96507,103240,"2,925.00",Low,,,,
X5,2020,South America,Blue,Diesel,Manual,1.9,89383,57224,"7,979.00",High,,,,
3 Series,2012,South America,Grey,Electric,Manual,3.3,130176,60384,"4,271.00",Low,,,,
i8,2011,North America,White,Electric,Manual,4.4,163594,109206,117,Low,,,,
X5,2021,North America,Black,Petrol,Automatic,4.1,114930,94170,"5,780.00",Low,,,,
M5,2011,South America,Grey,Electric,Manual,1.7,69863,68182,"7,826.00",High,,,,
X5,2015,South America,Black,Petrol,Manual,3.2,103506,92701,"1,729.00",Low,,,,
i3,2022,Africa,Silver,Electric,Automatic,4.5,133140,95322,"5,409.00",Low,,,,
7 Series,2010,South America,Silver,Petrol,Automatic,3.8,66102,95723,"8,702.00",High,,,,
X5,2015,Europe,Blue,Hybrid,Automatic,1.7,78739,36061,"6,839.00",Low,,,,
i8,2014,Europe,Black,Diesel,Automatic,2.6,11217,107613,"9,942.00",High,,,,
X1,2015,South America,Black,Electric,Manual,3.4,194529,104166,"2,078.00",Low,,,,
M5,2014,Europe,Grey,Petrol,Automatic,2.1,33302,88579,"1,614.00",Low,,,,
M3,2016,Middle East,Red,Diesel,Manual,3.9,123145,106502,191,Low,,,,
X1,2010,Europe,Black,Electric,Automatic,3.7,1021,109468,"9,939.00",High,,,,
i3,2022,Europe,Black,Petrol,Automatic,2.2,133617,87771,"4,740.00",Low,,,,
M5,2012,Asia,Silver,Electric,Automatic,3.4,113583,94026,477,Low,,,,
7 Series,2015,Africa,Grey,Diesel,Automatic,4.3,17252,88644,"6,281.00",Low,,,,
X6,2010,South America,Black,Electric,Manual,2.8,7340,49186,"3,520.00",Low,,,,
5 Series,2022,Middle East,Silver,Electric,Manual,2.4,80316,46872,"8,792.00",High,,,,
M3,2020,Middle East,Red,Electric,Automatic,4,16191,81499,"9,357.00",High,,,,
M5,2020,Africa,Blue,Electric,Automatic,1.7,105980,32440,"7,013.00",High,,,,
7 Series,2016,Middle East,Grey,Electric,Automatic,4.4,143274,91349,"2,378.00",Low,,,,
3 Series,2013,South America,White,Petrol,Automatic,4.8,139627,50062,"6,991.00",Low,,,,
i8,2012,South America,White,Electric,Manual,4.9,120895,109702,"1,439.00",Low,,,,
7 Series,2019,South America,Silver,Diesel,Manual,3,162859,64891,"7,861.00",High,,,,
X3,2018,North America,Grey,Electric,Automatic,3.7,141422,56365,"1,113.00",Low,,,,
i3,2010,Middle East,Silver,Hybrid,Manual,4.5,197525,40727,"5,655.00",Low,,,,
i3,2017,North America,Red,Hybrid,Automatic,2.3,3728,72113,"6,922.00",Low,,,,
7 Series,2010,Asia,Red,Petrol,Automatic,1.6,33065,51596,"5,814.00",Low,,,,
5 Series,2022,Africa,Blue,Electric,Manual,2.8,151487,110502,"8,578.00",High,,,,
7 Series,2023,North America,Grey,Hybrid,Automatic,4.6,45299,103874,"9,220.00",High,,,,
7 Series,2014,Middle East,Red,Hybrid,Manual,3.3,46259,75965,"3,172.00",Low,,,,
X6,2019,North America,Red,Petrol,Automatic,3.4,26809,35695,"7,101.00",High,,,,
i8,2017,Africa,Blue,Electric,Automatic,3.9,157461,114021,"2,458.00",Low,,,,
X1,2015,Europe,Red,Diesel,Automatic,3.5,71113,41926,"9,811.00",High,,,,
M3,2016,Asia,White,Petrol,Automatic,1.7,144177,46411,"4,666.00",Low,,,,
X3,2020,Middle East,Silver,Electric,Automatic,3.5,182957,97762,"6,247.00",Low,,,,
X3,2017,Africa,Grey,Diesel,Automatic,3.8,94028,91559,772,Low,,,,
M3,2022,Africa,Blue,Electric,Automatic,3.7,182442,108345,"8,358.00",High,,,,
M3,2015,Asia,Black,Diesel,Automatic,4,93858,96891,"9,561.00",High,,,,
X3,2020,Europe,Red,Electric,Manual,3.3,99641,88054,"6,910.00",Low,,,,
3 Series,2015,Asia,Silver,Petrol,Automatic,4.7,171677,37831,"8,291.00",High,,,,
3 Series,2020,Asia,Grey,Electric,Automatic,3.1,86448,49268,"3,627.00",Low,,,,
X5,2015,Asia,Silver,Petrol,Automatic,3.3,189893,45020,"1,699.00",Low,,,,
i3,2014,Asia,Blue,Hybrid,Automatic,4.2,11647,115078,"6,026.00",Low,,,,
M5,2017,Europe,Silver,Diesel,Manual,4.4,193381,48695,"7,158.00",High,,,,
5 Series,2022,South America,White,Petrol,Manual,3.8,185043,94673,"1,500.00",Low,,,,
3 Series,2011,Middle East,Blue,Electric,Manual,1.9,137894,117397,"7,860.00",High,,,,
M5,2016,Africa,Silver,Diesel,Manual,2.7,59781,30561,635,Low,,,,
i3,2024,Europe,Blue,Petrol,Manual,1.6,106244,79837,"7,007.00",High,,,,
M5,2013,Asia,White,Electric,Automatic,2.5,38790,119217,"8,333.00",High,,,,
X1,2010,Africa,Grey,Electric,Automatic,3.5,114766,81881,"6,498.00",Low,,,,
3 Series,2022,Middle East,Red,Diesel,Automatic,4.3,75857,100081,584,Low,,,,
X1,2014,Asia,Grey,Electric,Automatic,3.5,40676,61548,"2,333.00",Low,,,,
X3,2012,Africa,Grey,Petrol,Automatic,1.6,33002,58147,"2,960.00",Low,,,,
7 Series,2013,Middle East,Grey,Petrol,Manual,2.4,26266,82220,"3,524.00",Low,,,,
X3,2016,North America,Red,Electric,Manual,3.5,70550,47582,677,Low,,,,
i3,2014,North America,White,Hybrid,Automatic,4,26844,116371,415,Low,,,,
X1,2023,Europe,Red,Petrol,Automatic,4.5,67031,99180,"1,292.00",Low,,,,
M3,2024,Europe,Grey,Petrol,Automatic,4.9,182488,62135,"1,345.00",Low,,,,
3 Series,2013,Asia,Silver,Hybrid,Automatic,4.6,144813,101405,"6,095.00",Low,,,,
X1,2010,Middle East,Blue,Hybrid,Automatic,3.1,28180,57132,"5,120.00",Low,,,,
X5,2015,Africa,Silver,Electric,Manual,4.1,22055,59363,"4,150.00",Low,,,,
X1,2020,Asia,Black,Petrol,Automatic,2.3,41775,106385,"9,181.00",High,,,,
i8,2019,Asia,Silver,Petrol,Manual,1.7,119216,44094,"1,265.00",Low,,,,
3 Series,2015,North America,Red,Electric,Manual,1.7,104313,37807,"5,664.00",Low,,,,
X6,2016,North America,White,Diesel,Manual,2.3,195241,63209,"7,770.00",High,,,,
3 Series,2010,Middle East,Grey,Diesel,Manual,1.6,158547,33955,"2,904.00",Low,,,,
X5,2023,Middle East,Red,Petrol,Manual,4.5,40129,35700,"6,546.00",Low,,,,
i8,2013,Europe,White,Electric,Manual,3.2,120046,117308,"6,904.00",Low,,,,
i8,2021,Middle East,Black,Petrol,Manual,4.3,21180,71615,"8,769.00",High,,,,
X3,2018,Asia,Black,Electric,Manual,4.8,61070,42930,"9,636.00",High,,,,
M3,2024,Europe,Grey,Electric,Manual,5,4377,98026,"3,531.00",Low,,,,
M3,2021,Europe,Red,Diesel,Manual,4.8,42370,88727,"5,362.00",Low,,,,
M3,2023,South America,Blue,Diesel,Manual,4,177553,54878,"4,748.00",Low,,,,
X3,2019,Europe,Black,Electric,Manual,3,146963,79349,"3,537.00",Low,,,,
i8,2015,South America,Red,Petrol,Manual,3.6,61399,108630,"1,275.00",Low,,,,
i8,2011,Europe,Blue,Petrol,Manual,4.4,45114,51298,"1,341.00",Low,,,,
M3,2013,North America,Grey,Petrol,Automatic,4.6,20968,83632,"8,961.00",High,,,,
X1,2015,Europe,Blue,Hybrid,Automatic,4.8,32982,48839,"7,990.00",High,,,,
3 Series,2013,Africa,White,Diesel,Manual,4.1,108529,78268,"5,430.00",Low,,,,
7 Series,2024,Asia,White,Diesel,Manual,3.4,30822,55757,"5,009.00",Low,,,,
X1,2019,Asia,Red,Petrol,Manual,4.9,41609,74629,"9,333.00",High,,,,
i3,2016,North America,Black,Electric,Manual,4.9,46675,87523,"8,120.00",High,,,,
3 Series,2021,Africa,Blue,Electric,Manual,3.2,88048,80939,"8,988.00",High,,,,
M5,2022,South America,White,Petrol,Automatic,3.8,61359,108208,"7,618.00",High,,,,
7 Series,2012,Europe,White,Diesel,Automatic,4.3,35097,64332,"4,992.00",Low,,,,
X6,2015,Middle East,White,Diesel,Manual,3,85936,104073,"1,565.00",Low,,,,
M5,2022,Asia,Blue,Electric,Manual,4.4,90069,119159,"4,773.00",Low,,,,
X6,2024,South America,Black,Petrol,Automatic,1.9,44171,97556,"1,369.00",Low,,,,
X6,2021,Europe,Blue,Hybrid,Automatic,3.2,80198,57633,"4,680.00",Low,,,,
M3,2013,Africa,Grey,Hybrid,Automatic,3.2,59836,38829,678,Low,,,,
M5,2012,Africa,Blue,Petrol,Manual,3.9,62816,103281,"9,574.00",High,,,,
X3,2021,South America,Grey,Petrol,Automatic,1.9,173419,67092,"6,509.00",Low,,,,
M3,2012,North America,Silver,Hybrid,Manual,1.9,14781,45505,"3,755.00",Low,,,,
M5,2023,Asia,Blue,Diesel,Automatic,4.7,50705,43117,"9,672.00",High,,,,
X6,2011,Europe,White,Petrol,Manual,2.6,66296,69612,"8,288.00",High,,,,
3 Series,2020,Asia,Grey,Diesel,Automatic,2.6,151343,65629,290,Low,,,,
i3,2012,Asia,Grey,Electric,Manual,4.2,113534,105251,"3,835.00",Low,,,,
X3,2022,Africa,Red,Petrol,Manual,3,18859,55820,"2,686.00",Low,,,,
i8,2021,Africa,Grey,Electric,Manual,4.4,156201,58679,"2,479.00",Low,,,,
i8,2023,Africa,Black,Petrol,Manual,2.9,132042,31161,"2,929.00",Low,,,,
3 Series,2019,Africa,Red,Petrol,Manual,4.2,93603,103363,"9,775.00",High,,,,
M3,2010,Africa,Black,Diesel,Manual,3.3,56201,45442,"5,704.00",Low,,,,
X1,2024,Africa,Silver,Petrol,Manual,4.8,53221,46889,"7,000.00",High,,,,
i3,2012,Europe,Black,Petrol,Manual,2.6,149860,112424,"2,359.00",Low,,,,
i3,2018,Europe,White,Petrol,Automatic,2.8,184488,112234,"1,206.00",Low,,,,
M5,2013,South America,Black,Electric,Manual,4.9,82398,77634,"5,030.00",Low,,,,
3 Series,2024,Middle East,Blue,Electric,Automatic,4.1,170114,108850,"5,149.00",Low,,,,
i8,2012,South America,Red,Petrol,Automatic,4.2,41591,115561,"7,686.00",High,,,,
X5,2017,Middle East,White,Electric,Automatic,2.5,170159,52336,"8,082.00",High,,,,
M3,2010,North America,Black,Petrol,Manual,3.4,60464,80911,"4,120.00",Low,,,,
M3,2014,North America,White,Petrol,Manual,2.6,63910,102182,"8,758.00",High,,,,
M5,2010,Middle East,White,Petrol,Manual,2.4,100071,35853,"2,330.00",Low,,,,
i8,2016,Asia,Black,Electric,Automatic,3.4,146170,42454,"5,471.00",Low,,,,
X3,2014,Europe,Grey,Petrol,Manual,5,196074,66460,"6,312.00",Low,,,,
X6,2024,Asia,Grey,Diesel,Automatic,2.3,129995,107301,"6,263.00",Low,,,,
X5,2011,South America,White,Diesel,Manual,2.3,32911,37039,"2,346.00",Low,,,,
7 Series,2021,North America,Blue,Electric,Automatic,2.4,70556,116422,"2,276.00",Low,,,,
M3,2023,Asia,Red,Electric,Automatic,4.3,177520,116729,"1,657.00",Low,,,,
X3,2010,Asia,Red,Hybrid,Automatic,3.3,117440,117887,"3,008.00",Low,,,,
7 Series,2020,Africa,White,Hybrid,Manual,2.8,143963,80816,"2,802.00",Low,,,,
7 Series,2024,South America,Silver,Electric,Manual,4.5,90412,100534,"1,937.00",Low,,,,
3 Series,2016,South America,Red,Petrol,Manual,2.5,134587,86972,"8,828.00",High,,,,
i3,2021,Middle East,White,Hybrid,Manual,2.9,144117,104804,"3,079.00",Low,,,,
7 Series,2010,Asia,Blue,Diesel,Automatic,1.8,63079,117612,"6,453.00",Low,,,,
7 Series,2012,Africa,Black,Diesel,Manual,1.9,70489,48339,"6,110.00",Low,,,,
X6,2020,Europe,Black,Diesel,Automatic,2,22805,111149,"6,449.00",Low,,,,
i3,2024,South America,Blue,Hybrid,Automatic,2.7,149400,105411,"7,310.00",High,,,,
X1,2015,Middle East,Grey,Hybrid,Manual,3.3,185175,78073,"3,205.00",Low,,,,
i8,2024,Europe,Grey,Hybrid,Manual,1.5,167174,79343,"6,833.00",Low,,,,
M3,2015,Asia,Grey,Petrol,Manual,2.2,186260,118704,373,Low,,,,
M5,2024,Europe,Red,Hybrid,Manual,2.1,168000,105884,717,Low,,,,
X6,2016,Asia,Grey,Diesel,Automatic,2.4,154497,80171,"1,063.00",Low,,,,
5 Series,2020,Europe,White,Diesel,Automatic,2.1,144625,61993,"5,307.00",Low,,,,
3 Series,2023,Europe,Black,Hybrid,Automatic,2.2,199440,58890,"3,309.00",Low,,,,
5 Series,2020,Africa,Silver,Diesel,Automatic,4.9,137947,79470,"3,260.00",Low,,,,
X6,2010,North America,White,Petrol,Manual,3.6,124719,63357,"7,418.00",High,,,,
7 Series,2016,North America,Silver,Hybrid,Manual,4.2,44020,98473,"3,742.00",Low,,,,
3 Series,2011,Middle East,White,Electric,Automatic,4.4,148626,32906,"9,350.00",High,,,,
i8,2015,North America,Black,Petrol,Automatic,3.8,56285,107864,"1,640.00",Low,,,,
7 Series,2022,Africa,Silver,Electric,Automatic,4,111406,98759,"2,843.00",Low,,,,
i3,2017,South America,Grey,Diesel,Manual,3.7,125179,96270,"9,371.00",High,,,,
7 Series,2022,South America,Silver,Petrol,Manual,3.8,126140,57211,751,Low,,,,
i8,2014,North America,Grey,Hybrid,Manual,4.7,111501,89700,"3,858.00",Low,,,,
7 Series,2019,Middle East,Black,Hybrid,Automatic,2.2,77623,57348,"3,512.00",Low,,,,
i8,2012,Africa,Silver,Petrol,Automatic,2.5,157852,67729,"5,024.00",Low,,,,
M5,2020,Africa,Silver,Electric,Manual,1.8,117770,70484,"6,616.00",Low,,,,
3 Series,2017,South America,Blue,Hybrid,Automatic,4.4,16927,37128,"5,450.00",Low,,,,
X1,2017,Middle East,Blue,Electric,Manual,3.1,191214,39516,"7,323.00",High,,,,
5 Series,2013,North America,Grey,Hybrid,Automatic,4.7,50797,31366,"6,724.00",Low,,,,
M5,2017,Asia,Silver,Hybrid,Manual,2.9,138914,43862,"2,738.00",Low,,,,
i8,2014,South America,Red,Diesel,Automatic,3,80456,106164,"7,303.00",High,,,,
M5,2022,Africa,Red,Diesel,Automatic,3.1,74731,69139,"6,081.00",Low,,,,
X3,2020,North America,Black,Diesel,Automatic,3.6,44744,37146,"6,525.00",Low,,,,
i8,2014,South America,White,Diesel,Manual,4.2,89279,41109,"6,523.00",Low,,,,
i8,2012,Europe,Silver,Petrol,Automatic,2.7,37934,61090,"5,356.00",Low,,,,
5 Series,2024,Middle East,White,Hybrid,Automatic,3.7,126594,85396,620,Low,,,,
i3,2016,Middle East,Silver,Electric,Manual,2.2,102874,119887,"1,464.00",Low,,,,
i3,2020,Asia,White,Hybrid,Automatic,3.4,190380,112198,"9,280.00",High,,,,
i3,2023,South America,Black,Hybrid,Manual,3.4,93972,35030,"9,735.00",High,,,,
X5,2020,Middle East,Red,Diesel,Automatic,4.6,148955,54911,"9,023.00",High,,,,
M5,2018,Africa,Grey,Hybrid,Automatic,4.6,17888,64369,"1,169.00",Low,,,,
M5,2018,South America,Blue,Petrol,Automatic,3.2,130682,75381,"5,714.00",Low,,,,
3 Series,2010,North America,Black,Electric,Automatic,1.6,126562,39241,"8,535.00",High,,,,
X3,2010,Asia,Grey,Petrol,Manual,4.5,67495,70700,"9,123.00",High,,,,
X5,2019,Europe,White,Petrol,Manual,1.5,159684,81507,327,Low,,,,
X6,2021,Europe,Black,Diesel,Manual,3.2,14765,91277,"6,920.00",Low,,,,
5 Series,2021,Africa,Black,Electric,Manual,1.6,118515,116958,274,Low,,,,
i8,2020,Middle East,White,Electric,Manual,2.7,3501,77998,"1,260.00",Low,,,,
X5,2024,Europe,Blue,Electric,Automatic,3.7,65640,36630,"9,757.00",High,,,,
i3,2014,Asia,Black,Hybrid,Manual,2.8,84702,71849,"9,001.00",High,,,,
5 Series,2010,Africa,White,Diesel,Manual,4.7,15529,87728,"7,374.00",High,,,,
X3,2013,South America,Silver,Diesel,Manual,3.7,30956,105488,"8,657.00",High,,,,
i8,2021,Europe,Black,Diesel,Manual,3.8,69280,54762,"7,753.00",High,,,,
X3,2010,Europe,White,Diesel,Automatic,2.8,170358,65737,"1,618.00",Low,,,,
X3,2024,South America,Silver,Petrol,Manual,1.6,71829,67183,"6,990.00",Low,,,,
X3,2011,South America,Black,Diesel,Automatic,4.1,187193,111266,"9,738.00",High,,,,
X5,2011,Asia,Silver,Hybrid,Automatic,4,51719,70475,"4,064.00",Low,,,,
3 Series,2013,Europe,Blue,Hybrid,Manual,3.4,182152,66579,"5,700.00",Low,,,,
X5,2017,South America,Black,Electric,Automatic,3,144266,119026,"4,952.00",Low,,,,
i8,2011,South America,Grey,Hybrid,Automatic,3.4,18398,62870,"9,953.00",High,,,,
M5,2023,North America,Black,Diesel,Automatic,4.1,30940,101979,723,Low,,,,
M3,2018,South America,Black,Electric,Automatic,4,7126,76636,"4,347.00",Low,,,,
i3,2024,Africa,White,Diesel,Manual,3.8,181874,44476,"1,125.00",Low,,,,
X5,2021,North America,Red,Hybrid,Manual,4.7,53619,41371,"7,188.00",High,,,,
i8,2018,Asia,White,Petrol,Automatic,3.6,75951,95672,"6,595.00",Low,,,,
i3,2011,South America,White,Petrol,Automatic,1.6,155222,94964,"6,320.00",Low,,,,
X1,2010,North America,Red,Hybrid,Automatic,3.7,132744,100721,"2,564.00",Low,,,,
X5,2019,North America,Grey,Electric,Automatic,3.6,153645,43819,"8,853.00",High,,,,
X5,2024,Middle East,Silver,Hybrid,Manual,1.7,14033,111431,"2,977.00",Low,,,,
X3,2019,Africa,White,Hybrid,Automatic,3,98427,107272,"2,070.00",Low,,,,
5 Series,2018,Middle East,Black,Hybrid,Automatic,3.8,7389,34932,"1,617.00",Low,,,,
i8,2024,Europe,Blue,Diesel,Manual,4,187663,73167,"1,886.00",Low,,,,
i3,2011,Middle East,Red,Hybrid,Automatic,4.6,106289,74637,"1,698.00",Low,,,,
X1,2017,Middle East,Silver,Petrol,Manual,4.4,91987,67365,"1,301.00",Low,,,,
5 Series,2023,North America,Blue,Hybrid,Manual,1.9,182287,34624,665,Low,,,,
X1,2012,South America,Black,Electric,Automatic,3.6,160343,86569,"8,303.00",High,,,,
X6,2010,Europe,White,Hybrid,Automatic,3.6,114041,105977,"5,270.00",Low,,,,
X3,2020,North America,White,Electric,Manual,2.6,65423,50833,"3,915.00",Low,,,,
X6,2010,Africa,Blue,Diesel,Manual,2.1,160880,77314,"9,292.00",High,,,,
i3,2019,North America,Grey,Hybrid,Automatic,2.2,42298,49411,"4,618.00",Low,,,,
i8,2011,South America,Silver,Diesel,Manual,2.1,116575,104699,"8,156.00",High,,,,
X6,2016,North America,Grey,Electric,Automatic,4.3,34213,62885,"3,020.00",Low,,,,
X6,2021,North America,White,Electric,Automatic,2,146877,80921,"3,429.00",Low,,,,
X5,2015,Africa,Silver,Diesel,Automatic,2.4,12538,107529,"6,951.00",Low,,,,
X1,2021,Middle East,Black,Electric,Automatic,2.3,83920,109050,"5,222.00",Low,,,,
M5,2020,Asia,Blue,Electric,Manual,4,27828,119225,"7,854.00",High,,,,
5 Series,2011,North America,Blue,Diesel,Manual,2.1,108786,98808,"2,497.00",Low,,,,
i3,2013,Africa,Blue,Petrol,Automatic,1.6,15907,46154,"5,291.00",Low,,,,
X5,2011,Europe,Silver,Petrol,Automatic,2.8,191529,119737,941,Low,,,,
M3,2010,Africa,White,Diesel,Manual,2.6,76341,77647,"5,750.00",Low,,,,
X3,2021,South America,Blue,Diesel,Manual,2.9,129879,38708,"7,352.00",High,,,,
7 Series,2012,South America,Red,Diesel,Manual,4.1,86067,93195,"3,101.00",Low,,,,
M3,2024,Middle East,White,Petrol,Automatic,1.5,91412,110521,"8,264.00",High,,,,
3 Series,2013,North America,Red,Hybrid,Manual,1.6,73103,69213,"2,021.00",Low,,,,
X1,2019,Europe,Red,Hybrid,Manual,2.4,131311,33130,"3,774.00",Low,,,,
X3,2014,Asia,Blue,Petrol,Manual,4.6,123986,66659,"7,101.00",High,,,,
i3,2014,Europe,Silver,Electric,Manual,2.1,191507,118830,"5,625.00",Low,,,,
X1,2024,Asia,Black,Electric,Automatic,5,18553,58935,"1,096.00",Low,,,,
5 Series,2016,Middle East,Silver,Electric,Manual,4.3,149115,86390,"1,327.00",Low,,,,
X6,2023,Africa,Red,Hybrid,Manual,3.1,187749,77344,"8,148.00",High,,,,
5 Series,2024,Middle East,Black,Hybrid,Manual,4.1,153230,114810,"6,359.00",Low,,,,
X3,2019,North America,Red,Hybrid,Automatic,3.3,4391,94682,"2,259.00",Low,,,,
5 Series,2017,Europe,Grey,Diesel,Manual,3.5,38986,50793,"3,346.00",Low,,,,
5 Series,2018,Europe,Black,Electric,Automatic,3.5,161579,36086,"4,499.00",Low,,,,
X3,2021,Asia,Blue,Diesel,Automatic,3.8,114672,87036,"9,198.00",High,,,,
3 Series,2016,Asia,Black,Hybrid,Manual,1.7,66929,100182,"1,541.00",Low,,,,
X5,2014,Africa,Black,Petrol,Manual,3.7,177095,57642,"3,235.00",Low,,,,
X3,2018,Middle East,Silver,Petrol,Manual,4,110631,73438,"1,964.00",Low,,,,
X1,2017,Middle East,White,Electric,Automatic,2.6,109933,115613,"3,915.00",Low,,,,
X1,2019,Asia,Black,Hybrid,Manual,4.9,35774,63650,"2,708.00",Low,,,,
7 Series,2018,Africa,Silver,Petrol,Automatic,2,101655,81442,"6,476.00",Low,,,,
X5,2019,Asia,Black,Petrol,Manual,4.7,181601,83666,"8,336.00",High,,,,
X1,2017,Asia,Black,Hybrid,Manual,3.9,119847,49672,"8,096.00",High,,,,
i3,2015,Middle East,Grey,Petrol,Automatic,3.8,30868,73185,"3,509.00",Low,,,,
5 Series,2013,South America,Blue,Diesel,Manual,4.6,66547,47576,"5,445.00",Low,,,,
M3,2018,Africa,White,Electric,Automatic,4.4,199361,55352,"8,960.00",High,,,,
M3,2021,Middle East,Red,Diesel,Automatic,2.7,90360,57322,"7,414.00",High,,,,
X1,2018,Asia,Grey,Petrol,Automatic,4,67474,51235,"4,584.00",Low,,,,
M5,2019,South America,Red,Diesel,Automatic,1.7,143501,93126,"4,873.00",Low,,,,
X5,2019,North America,Blue,Hybrid,Automatic,3.1,93131,86005,"3,986.00",Low,,,,
3 Series,2018,Europe,Grey,Electric,Automatic,4.8,47716,59191,"2,800.00",Low,,,,
i8,2023,Europe,Red,Diesel,Manual,2.5,177427,32598,"6,616.00",Low,,,,
M3,2019,Africa,Red,Petrol,Automatic,1.7,22556,42258,"4,795.00",Low,,,,
i8,2012,Asia,Red,Electric,Manual,3.5,16842,55248,532,Low,,,,
i3,2020,South America,Silver,Petrol,Manual,2.7,5939,83995,"1,994.00",Low,,,,
X5,2021,North America,Grey,Diesel,Manual,2.8,177738,64326,"2,777.00",Low,,,,
5 Series,2024,Europe,Blue,Petrol,Manual,3.5,159482,41554,170,Low,,,,
M3,2012,Asia,White,Hybrid,Automatic,3.7,44873,80828,810,Low,,,,
i8,2020,Asia,Red,Hybrid,Manual,3,196719,32599,"2,848.00",Low,,,,
7 Series,2015,North America,Blue,Petrol,Automatic,3.3,111121,97189,"5,737.00",Low,,,,
5 Series,2015,Asia,White,Petrol,Manual,5,181241,48251,"9,346.00",High,,,,
7 Series,2024,Middle East,Silver,Diesel,Manual,4.9,90493,66084,"1,029.00",Low,,,,
X6,2022,North America,Grey,Hybrid,Automatic,4,148028,110781,674,Low,,,,
i8,2024,North America,Grey,Electric,Manual,2.1,93753,37461,783,Low,,,,
X3,2022,Asia,Black,Hybrid,Manual,2.8,48069,63375,582,Low,,,,
M3,2015,Middle East,Grey,Petrol,Manual,4.6,76619,46448,"7,868.00",High,,,,
7 Series,2014,Asia,Grey,Petrol,Automatic,3,5888,37286,"2,069.00",Low,,,,
X3,2023,North America,Grey,Petrol,Manual,4.8,84553,82429,872,Low,,,,
i3,2014,North America,Grey,Petrol,Automatic,3.2,137516,31609,"4,906.00",Low,,,,
i3,2011,North America,Silver,Hybrid,Automatic,4.5,104135,86832,"3,899.00",Low,,,,
M3,2023,Middle East,Red,Hybrid,Manual,1.6,81176,119943,"1,567.00",Low,,,,
X3,2016,North America,Grey,Electric,Automatic,3,123037,30583,"7,556.00",High,,,,
7 Series,2021,South America,Red,Diesel,Automatic,4,122795,42970,190,Low,,,,
i3,2013,Asia,Grey,Hybrid,Automatic,4.5,70047,75669,"9,119.00",High,,,,
X1,2023,South America,Grey,Petrol,Automatic,3.6,69253,63809,265,Low,,,,
X3,2012,Africa,Red,Hybrid,Manual,2.1,77682,90100,"4,578.00",Low,,,,
3 Series,2017,Middle East,Red,Hybrid,Manual,4.6,85818,47530,"6,546.00",Low,,,,
5 Series,2013,Africa,Red,Diesel,Automatic,3.5,129491,87127,900,Low,,,,
X3,2024,Middle East,Red,Electric,Automatic,1.9,105357,100394,"8,490.00",High,,,,
7 Series,2020,North America,Black,Petrol,Manual,3.1,110486,117492,"6,454.00",Low,,,,
i3,2013,Middle East,White,Hybrid,Manual,3.9,98892,76549,"5,648.00",Low,,,,
